dteday,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day
2012-11-05,16018,4,1,11,2,0,1,1,2,0.3,0.303,0.56,0.1642,2,4,6,5
2012-11-05,16019,4,1,11,3,0,1,1,2,0.3,0.2879,0.56,0.2239,1,3,4,5
2012-11-05,16020,4,1,11,4,0,1,1,2,0.3,0.2879,0.52,0.2537,5,11,16,5
2012-11-05,16021,4,1,11,5,0,1,1,2,0.3,0.2727,0.52,0.3284,1,38,39,5
2012-11-05,16022,4,1,11,6,0,1,1,2,0.3,0.2879,0.49,0.2836,4,135,139,5
2012-11-05,16023,4,1,11,7,0,1,1,2,0.3,0.2879,0.49,0.2537,8,453,461,5
2012-11-05,16024,4,1,11,8,0,1,1,2,0.3,0.2879,0.49,0.2239,19,629,648,5
2012-11-05,16025,4,1,11,9,0,1,1,2,0.3,0.2879,0.52,0.2836,18,239,257,5
2012-11-05,16026,4,1,11,10,0,1,1,1,0.32,0.303,0.49,0.2836,30,112,142,5
2012-11-05,16027,4,1,11,11,0,1,1,1,0.34,0.3182,0.46,0.2239,31,119,150,5
2012-11-05,16028,4,1,11,12,0,1,1,1,0.36,0.3333,0.43,0.3284,38,206,244,5
2012-11-05,16029,4,1,11,13,0,1,1,1,0.36,0.3333,0.4,0.2537,39,183,222,5
2012-11-05,16030,4,1,11,14,0,1,1,1,0.38,0.3939,0.4,0.1642,31,165,196,5
2012-11-05,16031,4,1,11,15,0,1,1,1,0.38,0.3939,0.4,0.2836,24,207,231,5
2012-11-05,16032,4,1,11,16,0,1,1,1,0.36,0.3333,0.43,0.2836,35,325,360,5
2012-11-05,16033,4,1,11,17,0,1,1,1,0.34,0.3182,0.46,0.2239,34,604,638,5
2012-11-05,16034,4,1,11,18,0,1,1,1,0.34,0.3182,0.46,0.2239,19,523,542,5
2012-11-05,16035,4,1,11,19,0,1,1,1,0.32,0.3182,0.49,0.1642,11,361,372,5
2012-11-05,16036,4,1,11,20,0,1,1,1,0.32,0.303,0.49,0.2537,13,228,241,5
2012-11-05,16037,4,1,11,21,0,1,1,1,0.3,0.2879,0.52,0.2836,8,144,152,5
2012-11-05,16038,4,1,11,22,0,1,1,1,0.28,0.2727,0.56,0.194,4,111,115,5
2012-11-05,16039,4,1,11,23,0,1,1,1,0.26,0.2727,0.6,0.1343,0,53,53,5
2012-11-06,16040,4,1,11,0,0,2,1,1,0.24,0.2576,0.6,0.1045,1,18,19,6
2012-11-06,16041,4,1,11,1,0,2,1,1,0.24,0.2424,0.6,0.1642,0,8,8,6
2012-11-06,16042,4,1,11,2,0,2,1,1,0.24,0.2576,0.65,0.0896,0,2,2,6
2012-11-06,16043,4,1,11,3,0,2,1,1,0.22,0.2424,0.64,0.1045,0,4,4,6
2012-11-06,16044,4,1,11,4,0,2,1,1,0.22,0.2576,0.69,0.0896,0,7,7,6
2012-11-06,16045,4,1,11,5,0,2,1,2,0.22,0.2273,0.64,0.194,1,40,41,6
2012-11-06,16046,4,1,11,6,0,2,1,1,0.22,0.2273,0.69,0.1343,6,143,149,6
2012-11-06,16047,4,1,11,7,0,2,1,1,0.2,0.2121,0.69,0.1642,9,378,387,6
2012-11-06,16048,4,1,11,8,0,2,1,1,0.22,0.2273,0.69,0.1642,20,568,588,6
2012-11-06,16049,4,1,11,9,0,2,1,1,0.26,0.2576,0.6,0.1642,25,338,363,6
2012-11-06,16050,4,1,11,10,0,2,1,1,0.3,0.2879,0.49,0.194,41,189,230,6
2012-11-06,16051,4,1,11,11,0,2,1,1,0.32,0.3333,0.45,0.1343,39,177,216,6
2012-11-06,16052,4,1,11,12,0,2,1,1,0.32,0.3333,0.45,0.1343,31,217,248,6
2012-11-06,16053,4,1,11,13,0,2,1,1,0.34,0.3333,0.46,0.1343,46,232,278,6
2012-11-06,16054,4,1,11,14,0,2,1,1,0.36,0.3636,0.4,0.1045,44,196,240,6
2012-11-06,16055,4,1,11,15,0,2,1,1,0.34,0.3182,0.46,0.2537,45,227,272,6
2012-11-06,16056,4,1,11,16,0,2,1,1,0.34,0.3333,0.46,0.1642,33,369,402,6
2012-11-06,16057,4,1,11,17,0,2,1,1,0.32,0.303,0.53,0.2239,30,597,627,6
2012-11-06,16058,4,1,11,18,0,2,1,1,0.32,0.303,0.57,0.2985,20,477,497,6
2012-11-06,16059,4,1,11,19,0,2,1,1,0.3,0.2879,0.56,0.2239,15,356,371,6
2012-11-06,16060,4,1,11,20,0,2,1,1,0.3,0.2879,0.61,0.2239,10,218,228,6
2012-11-06,16061,4,1,11,21,0,2,1,2,0.3,0.2879,0.56,0.2537,14,137,151,6
2012-11-06,16062,4,1,11,22,0,2,1,2,0.3,0.2879,0.56,0.2239,17,136,153,6
2012-11-06,16063,4,1,11,23,0,2,1,1,0.3,0.2879,0.56,0.2239,19,186,205,6
2012-11-07,16064,4,1,11,0,0,3,1,2,0.3,0.2879,0.56,0.2836,49,234,283,7
2012-11-07,16065,4,1,11,1,0,3,1,2,0.28,0.2727,0.61,0.2537,6,86,92,7
2012-11-07,16066,4,1,11,2,0,3,1,2,0.28,0.2576,0.56,0.2985,6,68,74,7
2012-11-07,16067,4,1,11,3,0,3,1,2,0.28,0.2576,0.52,0.3284,2,9,11,7
2012-11-07,16068,4,1,11,4,0,3,1,2,0.28,0.2576,0.52,0.2985,0,9,9,7
2012-11-07,16069,4,1,11,5,0,3,1,2,0.28,0.2576,0.52,0.3284,0,27,27,7
2012-11-07,16070,4,1,11,6,0,3,1,2,0.26,0.2424,0.56,0.2836,3,115,118,7
2012-11-07,16071,4,1,11,7,0,3,1,2,0.26,0.2273,0.56,0.2985,5,314,319,7
2012-11-07,16072,4,1,11,8,0,3,1,2,0.26,0.2424,0.6,0.2836,18,583,601,7
2012-11-07,16073,4,1,11,9,0,3,1,2,0.26,0.2424,0.6,0.2836,17,351,368,7
2012-11-07,16074,4,1,11,10,0,3,1,2,0.28,0.2576,0.56,0.2985,27,151,178,7
2012-11-07,16075,4,1,11,11,0,3,1,2,0.32,0.2879,0.51,0.3582,15,132,147,7
2012-11-07,16076,4,1,11,12,0,3,1,2,0.32,0.303,0.53,0.2836,24,188,212,7
2012-11-07,16077,4,1,11,13,0,3,1,2,0.32,0.303,0.53,0.2537,23,158,181,7
2012-11-07,16078,4,1,11,14,0,3,1,2,0.32,0.2879,0.53,0.3582,19,142,161,7
2012-11-07,16079,4,1,11,15,0,3,1,2,0.32,0.303,0.53,0.2985,20,178,198,7
2012-11-07,16080,4,1,11,16,0,3,1,2,0.32,0.2879,0.53,0.3582,23,250,273,7
2012-11-07,16081,4,1,11,17,0,3,1,2,0.32,0.2879,0.53,0.3881,16,501,517,7
2012-11-07,16082,4,1,11,18,0,3,1,2,0.32,0.2879,0.53,0.3582,17,448,465,7
2012-11-07,16083,4,1,11,19,0,3,1,2,0.3,0.2727,0.56,0.2985,17,302,319,7
2012-11-07,16084,4,1,11,20,0,3,1,2,0.32,0.303,0.49,0.3284,7,249,256,7
2012-11-07,16085,4,1,11,21,0,3,1,2,0.32,0.303,0.49,0.2985,5,121,126,7
2012-11-07,16086,4,1,11,22,0,3,1,3,0.3,0.2879,0.56,0.2537,4,56,60,7
2012-11-07,16087,4,1,11,23,0,3,1,3,0.28,0.2727,0.65,0.2239,3,37,40,7
2012-11-08,16088,4,1,11,0,0,4,1,3,0.28,0.2727,0.61,0.2239,1,14,15,8
2012-11-08,16089,4,1,11,1,0,4,1,3,0.3,0.2727,0.52,0.3582,1,11,12,8
2012-11-08,16090,4,1,11,2,0,4,1,2,0.3,0.2879,0.49,0.2239,1,5,6,8
2012-11-08,16091,4,1,11,4,0,4,1,2,0.3,0.2879,0.45,0.2836,1,9,10,8
2012-11-08,16092,4,1,11,5,0,4,1,2,0.3,0.2879,0.42,0.2239,0,35,35,8
2012-11-08,16093,4,1,11,6,0,4,1,1,0.3,0.2879,0.39,0.2239,2,122,124,8
2012-11-08,16094,4,1,11,7,0,4,1,1,0.28,0.2576,0.36,0.3881,12,411,423,8
2012-11-08,16095,4,1,11,8,0,4,1,1,0.3,0.2879,0.33,0.2836,16,652,668,8
2012-11-08,16096,4,1,11,9,0,4,1,1,0.32,0.2879,0.31,0.3582,22,253,275,8
2012-11-08,16097,4,1,11,10,0,4,1,1,0.32,0.303,0.31,0.3284,13,148,161,8
2012-11-08,16098,4,1,11,11,0,4,1,1,0.36,0.3333,0.29,0.3881,16,155,171,8
2012-11-08,16099,4,1,11,12,0,4,1,1,0.4,0.4091,0.24,0.4925,33,202,235,8
2012-11-08,16100,4,1,11,13,0,4,1,1,0.44,0.4394,0.18,0.4179,33,195,228,8
2012-11-08,16101,4,1,11,14,0,4,1,1,0.44,0.4394,0.18,0.4179,33,149,182,8
2012-11-08,16102,4,1,11,15,0,4,1,1,0.44,0.4394,0.18,0.4179,32,201,233,8
2012-11-08,16103,4,1,11,16,0,4,1,1,0.42,0.4242,0.16,0.3881,18,321,339,8
2012-11-08,16104,4,1,11,17,0,4,1,1,0.4,0.4091,0.2,0.2985,36,556,592,8
2012-11-08,16105,4,1,11,18,0,4,1,1,0.4,0.4091,0.24,0.4179,16,491,507,8
2012-11-08,16106,4,1,11,19,0,4,1,1,0.38,0.3939,0.27,0.3582,14,359,373,8
2012-11-08,16107,4,1,11,20,0,4,1,1,0.38,0.3939,0.29,0.4627,10,235,245,8
2012-11-08,16108,4,1,11,21,0,4,1,1,0.36,0.3333,0.37,0.3881,11,222,233,8
2012-11-08,16109,4,1,11,22,0,4,1,1,0.34,0.303,0.42,0.2985,14,147,161,8
2012-11-08,16110,4,1,11,23,0,4,1,1,0.34,0.303,0.46,0.3582,5,82,87,8
2012-11-09,16111,4,1,11,0,0,5,1,1,0.34,0.303,0.49,0.3284,9,46,55,9
2012-11-09,16112,4,1,11,1,0,5,1,1,0.32,0.303,0.53,0.2836,3,17,20,9
2012-11-09,16113,4,1,11,2,0,5,1,1,0.32,0.303,0.53,0.2537,1,11,12,9
2012-11-09,16114,4,1,11,3,0,5,1,1,0.32,0.2879,0.53,0.4179,3,6,9,9
2012-11-09,16115,4,1,11,4,0,5,1,1,0.32,0.2879,0.53,0.3582,0,14,14,9
2012-11-09,16116,4,1,11,5,0,5,1,1,0.3,0.2879,0.56,0.194,2,25,27,9
2012-11-09,16117,4,1,11,6,0,5,1,1,0.26,0.2727,0.65,0.1045,5,126,131,9
2012-11-09,16118,4,1,11,7,0,5,1,1,0.26,0.2727,0.65,0.1343,9,332,341,9
2012-11-09,16119,4,1,11,8,0,5,1,1,0.32,0.3182,0.57,0.1642,25,668,693,9
2012-11-09,16120,4,1,11,9,0,5,1,1,0.34,0.303,0.53,0.4179,23,304,327,9
2012-11-09,16121,4,1,11,10,0,5,1,1,0.36,0.3333,0.5,0.3284,34,163,197,9
2012-11-09,16122,4,1,11,11,0,5,1,1,0.4,0.4091,0.47,0.2985,66,185,251,9
2012-11-09,16123,4,1,11,12,0,5,1,1,0.44,0.4394,0.41,0.3284,48,214,262,9
2012-11-09,16124,4,1,11,13,0,5,1,1,0.46,0.4545,0.38,0.2985,62,237,299,9
2012-11-09,16125,4,1,11,14,0,5,1,1,0.46,0.4545,0.38,0.194,67,207,274,9
2012-11-09,16126,4,1,11,15,0,5,1,1,0.46,0.4545,0.36,0.2239,78,278,356,9
2012-11-09,16127,4,1,11,16,0,5,1,1,0.46,0.4545,0.38,0.1642,57,377,434,9
2012-11-09,16128,4,1,11,17,0,5,1,1,0.42,0.4242,0.44,0.1343,61,593,654,9
2012-11-09,16129,4,1,11,18,0,5,1,1,0.42,0.4242,0.44,0.1045,46,450,496,9
2012-11-09,16130,4,1,11,19,0,5,1,1,0.34,0.3485,0.71,0.0896,30,331,361,9
2012-11-09,16131,4,1,11,20,0,5,1,1,0.36,0.3485,0.66,0.1343,20,235,255,9
2012-11-09,16132,4,1,11,21,0,5,1,1,0.34,0.3636,0.76,0.0,23,176,199,9
2012-11-09,16133,4,1,11,22,0,5,1,1,0.34,0.3485,0.71,0.1045,17,146,163,9
2012-11-09,16134,4,1,11,23,0,5,1,1,0.32,0.3333,0.81,0.0896,20,142,162,9
2012-11-10,16135,4,1,11,0,0,6,0,1,0.32,0.3333,0.76,0.0896,16,106,122,10
2012-11-10,16136,4,1,11,1,0,6,0,1,0.3,0.3182,0.81,0.0896,8,68,76,10
2012-11-10,16137,4,1,11,2,0,6,0,1,0.32,0.3485,0.81,0.0,2,42,44,10
2012-11-10,16138,4,1,11,3,0,6,0,1,0.3,0.3333,0.81,0.0,9,11,20,10
2012-11-10,16139,4,1,11,4,0,6,0,1,0.26,0.2727,0.87,0.1045,2,4,6,10
2012-11-10,16140,4,1,11,5,0,6,0,1,0.28,0.3182,0.87,0.0,1,9,10,10
2012-11-10,16141,4,1,11,6,0,6,0,1,0.24,0.2576,0.93,0.0896,5,11,16,10
2012-11-10,16142,4,1,11,7,0,6,0,1,0.26,0.2727,0.87,0.1045,14,57,71,10
2012-11-10,16143,4,1,11,8,0,6,0,1,0.32,0.3485,0.76,0.0,16,130,146,10
2012-11-10,16144,4,1,11,9,0,6,0,1,0.36,0.3485,0.66,0.194,43,216,259,10
2012-11-10,16145,4,1,11,10,0,6,0,1,0.4,0.4091,0.58,0.0,86,264,350,10
2012-11-10,16146,4,1,11,11,0,6,0,1,0.4,0.4091,0.58,0.1045,143,323,466,10
2012-11-10,16147,4,1,11,12,0,6,0,1,0.48,0.4697,0.48,0.0,258,348,606,10
2012-11-10,16148,4,1,11,13,0,6,0,1,0.52,0.5,0.39,0.0,268,383,651,10
2012-11-10,16149,4,1,11,14,0,6,0,1,0.54,0.5152,0.37,0.0,280,347,627,10
2012-11-10,16150,4,1,11,15,0,6,0,1,0.52,0.5,0.45,0.0,216,351,567,10
2012-11-10,16151,4,1,11,16,0,6,0,1,0.54,0.5152,0.37,0.0,227,378,605,10
2012-11-10,16152,4,1,11,17,0,6,0,1,0.5,0.4848,0.45,0.194,183,318,501,10
2012-11-10,16153,4,1,11,18,0,6,0,1,0.44,0.4394,0.54,0.1343,103,256,359,10
2012-11-10,16154,4,1,11,19,0,6,0,1,0.46,0.4545,0.51,0.0896,55,228,283,10
2012-11-10,16155,4,1,11,20,0,6,0,1,0.44,0.4394,0.54,0.0,39,153,192,10
2012-11-10,16156,4,1,11,21,0,6,0,1,0.4,0.4091,0.66,0.0,51,169,220,10
2012-11-10,16157,4,1,11,22,0,6,0,1,0.38,0.3939,0.71,0.0896,39,154,193,10
2012-11-10,16158,4,1,11,23,0,6,0,1,0.36,0.3636,0.71,0.1045,26,120,146,10
2012-11-11,16159,4,1,11,0,0,0,0,1,0.34,0.3485,0.81,0.0896,14,110,124,11
2012-11-11,16160,4,1,11,1,0,0,0,1,0.34,0.3485,0.76,0.0896,26,82,108,11
2012-11-11,16161,4,1,11,2,0,0,0,1,0.32,0.3333,0.87,0.1045,12,58,70,11
2012-11-11,16162,4,1,11,3,0,0,0,1,0.34,0.3636,0.81,0.0,9,39,48,11
2012-11-11,16163,4,1,11,4,0,0,0,1,0.32,0.3333,0.81,0.1045,5,6,11,11
2012-11-11,16164,4,1,11,5,0,0,0,1,0.3,0.303,0.87,0.1343,0,12,12,11
2012-11-11,16165,4,1,11,6,0,0,0,1,0.3,0.3182,0.87,0.0896,3,16,19,11
2012-11-11,16166,4,1,11,7,0,0,0,1,0.3,0.3182,0.89,0.0896,12,56,68,11
2012-11-11,16167,4,1,11,8,0,0,0,1,0.32,0.3333,0.87,0.1045,32,87,119,11
2012-11-11,16168,4,1,11,9,0,0,0,1,0.36,0.3788,0.77,0.0,94,179,273,11
2012-11-11,16169,4,1,11,10,0,0,0,1,0.4,0.4091,0.69,0.1045,133,272,405,11
2012-11-11,16170,4,1,11,11,0,0,0,1,0.46,0.4545,0.59,0.1343,180,324,504,11
2012-11-11,16171,4,1,11,12,0,0,0,1,0.5,0.4848,0.48,0.0896,195,390,585,11
2012-11-11,16172,4,1,11,13,0,0,0,1,0.54,0.5152,0.45,0.1045,262,424,686,11
2012-11-11,16173,4,1,11,14,0,0,0,1,0.6,0.6212,0.33,0.1642,292,362,654,11
2012-11-11,16174,4,1,11,15,0,0,0,1,0.56,0.5303,0.37,0.2239,304,420,724,11
2012-11-11,16175,4,1,11,16,0,0,0,1,0.54,0.5152,0.42,0.2239,260,393,653,11
2012-11-11,16176,4,1,11,17,0,0,0,1,0.54,0.5152,0.45,0.1642,151,342,493,11
2012-11-11,16177,4,1,11,18,0,0,0,1,0.52,0.5,0.45,0.1343,102,303,405,11
2012-11-11,16178,4,1,11,19,0,0,0,1,0.48,0.4697,0.55,0.1343,69,208,277,11
2012-11-11,16179,4,1,11,20,0,0,0,1,0.44,0.4394,0.62,0.1642,54,146,200,11
2012-11-11,16180,4,1,11,21,0,0,0,1,0.44,0.4394,0.67,0.2239,44,127,171,11
2012-11-11,16181,4,1,11,22,0,0,0,1,0.42,0.4242,0.71,0.194,21,113,134,11
2012-11-11,16182,4,1,11,23,0,0,0,1,0.42,0.4242,0.71,0.194,16,93,109,11
2012-11-12,16183,4,1,11,0,1,1,0,1,0.42,0.4242,0.71,0.1045,6,43,49,12
2012-11-12,16184,4,1,11,1,1,1,0,1,0.4,0.4091,0.76,0.1642,4,26,30,12
2012-11-12,16185,4,1,11,2,1,1,0,1,0.4,0.4091,0.76,0.1343,6,14,20,12
2012-11-12,16186,4,1,11,3,1,1,0,1,0.4,0.4091,0.76,0.1343,1,3,4,12
2012-11-12,16187,4,1,11,4,1,1,0,1,0.4,0.4091,0.76,0.0896,1,3,4,12
2012-11-12,16188,4,1,11,5,1,1,0,1,0.38,0.3939,0.87,0.0,1,23,24,12
2012-11-12,16189,4,1,11,6,1,1,0,1,0.38,0.3939,0.87,0.1045,7,64,71,12
2012-11-12,16190,4,1,11,7,1,1,0,1,0.4,0.4091,0.87,0.0,16,248,264,12
2012-11-12,16191,4,1,11,8,1,1,0,1,0.42,0.4242,0.82,0.1642,50,490,540,12
2012-11-12,16192,4,1,11,9,1,1,0,1,0.44,0.4394,0.88,0.1045,60,337,397,12
2012-11-12,16193,4,1,11,10,1,1,0,1,0.48,0.4697,0.77,0.1642,82,184,266,12
2012-11-12,16194,4,1,11,11,1,1,0,1,0.52,0.5,0.72,0.1642,112,255,367,12
2012-11-12,16195,4,1,11,12,1,1,0,1,0.56,0.5303,0.64,0.2239,105,314,419,12
2012-11-12,16196,4,1,11,13,1,1,0,1,0.6,0.6061,0.6,0.2239,108,312,420,12
2012-11-12,16197,4,1,11,14,1,1,0,1,0.58,0.5455,0.6,0.2836,134,310,444,12
2012-11-12,16198,4,1,11,15,1,1,0,1,0.56,0.5303,0.64,0.2537,102,280,382,12
2012-11-12,16199,4,1,11,16,1,1,0,1,0.56,0.5303,0.64,0.1642,87,347,434,12
2012-11-12,16200,4,1,11,17,1,1,0,1,0.56,0.5303,0.64,0.2836,66,530,596,12
2012-11-12,16201,4,1,11,18,1,1,0,1,0.52,0.5,0.72,0.1343,65,486,551,12
2012-11-12,16202,4,1,11,19,1,1,0,1,0.54,0.5152,0.73,0.2836,30,323,353,12
2012-11-12,16203,4,1,11,20,1,1,0,2,0.52,0.5,0.77,0.2836,31,273,304,12
2012-11-12,16204,4,1,11,21,1,1,0,3,0.54,0.5152,0.73,0.2239,10,145,155,12
2012-11-12,16205,4,1,11,22,1,1,0,1,0.52,0.5,0.77,0.2537,12,100,112,12
2012-11-12,16206,4,1,11,23,1,1,0,2,0.54,0.5152,0.77,0.2239,1,62,63,12
2012-11-13,16207,4,1,11,0,0,2,1,2,0.52,0.5,0.83,0.2836,5,18,23,13
2012-11-13,16208,4,1,11,1,0,2,1,3,0.44,0.4394,0.88,0.6418,0,5,5,13
2012-11-13,16209,4,1,11,2,0,2,1,3,0.36,0.3182,0.87,0.4478,7,4,11,13
2012-11-13,16210,4,1,11,3,0,2,1,3,0.36,0.3333,0.87,0.3582,2,3,5,13
2012-11-13,16211,4,1,11,4,0,2,1,2,0.36,0.3333,0.81,0.3881,0,9,9,13
2012-11-13,16212,4,1,11,5,0,2,1,2,0.34,0.3182,0.87,0.2836,0,18,18,13
2012-11-13,16213,4,1,11,6,0,2,1,3,0.32,0.2879,0.81,0.4627,2,48,50,13
2012-11-13,16214,4,1,11,7,0,2,1,3,0.32,0.303,0.87,0.2537,1,106,107,13
2012-11-13,16215,4,1,11,8,0,2,1,3,0.32,0.303,0.87,0.2537,4,207,211,13
2012-11-13,16216,4,1,11,9,0,2,1,3,0.32,0.303,0.81,0.3284,1,109,110,13
2012-11-13,16217,4,1,11,10,0,2,1,3,0.3,0.2727,0.75,0.3881,10,84,94,13
2012-11-13,16218,4,1,11,11,0,2,1,1,0.32,0.303,0.7,0.2537,22,133,155,13
2012-11-13,16219,4,1,11,12,0,2,1,1,0.34,0.3182,0.61,0.2836,16,180,196,13
2012-11-13,16220,4,1,11,13,0,2,1,1,0.34,0.3182,0.53,0.2537,30,188,218,13
2012-11-13,16221,4,1,11,14,0,2,1,1,0.38,0.3939,0.46,0.3881,34,169,203,13
2012-11-13,16222,4,1,11,15,0,2,1,1,0.4,0.4091,0.4,0.2985,33,184,217,13
2012-11-13,16223,4,1,11,16,0,2,1,1,0.38,0.3939,0.4,0.2985,28,282,310,13
2012-11-13,16224,4,1,11,17,0,2,1,1,0.34,0.303,0.49,0.3582,33,575,608,13
2012-11-13,16225,4,1,11,18,0,2,1,1,0.34,0.3182,0.49,0.2836,45,514,559,13
2012-11-13,16226,4,1,11,19,0,2,1,1,0.32,0.2879,0.49,0.3582,12,344,356,13
2012-11-13,16227,4,1,11,20,0,2,1,1,0.3,0.2727,0.49,0.3582,12,211,223,13
2012-11-13,16228,4,1,11,21,0,2,1,1,0.3,0.2727,0.49,0.3582,9,178,187,13
2012-11-13,16229,4,1,11,22,0,2,1,1,0.26,0.2273,0.56,0.3284,15,120,135,13
2012-11-13,16230,4,1,11,23,0,2,1,1,0.26,0.2273,0.56,0.2985,6,78,84,13
2012-11-14,16231,4,1,11,0,0,3,1,1,0.26,0.2424,0.56,0.2836,4,20,24,14
2012-11-14,16232,4,1,11,1,0,3,1,1,0.24,0.2121,0.6,0.2985,2,10,12,14
2012-11-14,16233,4,1,11,2,0,3,1,1,0.24,0.2121,0.6,0.2985,0,1,1,14
2012-11-14,16234,4,1,11,3,0,3,1,1,0.24,0.2273,0.65,0.2239,0,5,5,14
2012-11-14,16235,4,1,11,4,0,3,1,1,0.22,0.2273,0.69,0.194,0,6,6,14
2012-11-14,16236,4,1,11,5,0,3,1,1,0.22,0.2273,0.69,0.194,0,39,39,14
2012-11-14,16237,4,1,11,6,0,3,1,1,0.24,0.2273,0.65,0.194,4,142,146,14
2012-11-14,16238,4,1,11,7,0,3,1,1,0.24,0.2121,0.65,0.2836,10,405,415,14
2012-11-14,16239,4,1,11,8,0,3,1,1,0.28,0.2576,0.56,0.2985,27,664,691,14
2012-11-14,16240,4,1,11,9,0,3,1,1,0.3,0.2727,0.52,0.3881,22,310,332,14
2012-11-14,16241,4,1,11,10,0,3,1,1,0.32,0.2879,0.45,0.3582,18,153,171,14
2012-11-14,16242,4,1,11,11,0,3,1,1,0.32,0.303,0.49,0.2537,25,126,151,14
2012-11-14,16243,4,1,11,12,0,3,1,1,0.34,0.3333,0.46,0.0,40,200,240,14
2012-11-14,16244,4,1,11,13,0,3,1,1,0.36,0.3333,0.43,0.2537,32,182,214,14
2012-11-14,16245,4,1,11,14,0,3,1,1,0.36,0.3485,0.43,0.1343,20,161,181,14
2012-11-14,16246,4,1,11,15,0,3,1,1,0.36,0.3333,0.43,0.2836,32,228,260,14
2012-11-14,16247,4,1,11,16,0,3,1,1,0.34,0.3485,0.46,0.1045,31,290,321,14
2012-11-14,16248,4,1,11,17,0,3,1,1,0.32,0.3182,0.49,0.194,19,564,583,14
2012-11-14,16249,4,1,11,18,0,3,1,1,0.32,0.3182,0.53,0.1642,24,543,567,14
2012-11-14,16250,4,1,11,19,0,3,1,1,0.3,0.303,0.52,0.1642,28,368,396,14
2012-11-14,16251,4,1,11,20,0,3,1,1,0.3,0.3182,0.52,0.0896,15,252,267,14
2012-11-14,16252,4,1,11,21,0,3,1,1,0.3,0.3333,0.56,0.0,5,208,213,14
2012-11-14,16253,4,1,11,22,0,3,1,1,0.28,0.3182,0.61,0.0,6,167,173,14
2012-11-14,16254,4,1,11,23,0,3,1,1,0.24,0.2424,0.7,0.1343,9,78,87,14
2012-11-15,16255,4,1,11,0,0,4,1,2,0.26,0.303,0.65,0.0,1,33,34,15
2012-11-15,16256,4,1,11,1,0,4,1,2,0.26,0.2727,0.65,0.1045,2,14,16,15
2012-11-15,16257,4,1,11,2,0,4,1,2,0.26,0.2576,0.7,0.1642,0,7,7,15
2012-11-15,16258,4,1,11,3,0,4,1,2,0.26,0.2879,0.7,0.0896,0,2,2,15
2012-11-15,16259,4,1,11,4,0,4,1,2,0.28,0.2879,0.65,0.1343,0,5,5,15
2012-11-15,16260,4,1,11,5,0,4,1,2,0.3,0.2879,0.61,0.2239,3,34,37,15
2012-11-15,16261,4,1,11,6,0,4,1,2,0.3,0.2879,0.65,0.2537,1,146,147,15
2012-11-15,16262,4,1,11,7,0,4,1,2,0.3,0.2879,0.65,0.194,7,403,410,15
2012-11-15,16263,4,1,11,8,0,4,1,2,0.3,0.2879,0.61,0.2239,21,625,646,15
2012-11-15,16264,4,1,11,9,0,4,1,2,0.32,0.3182,0.61,0.194,17,306,323,15
2012-11-15,16265,4,1,11,10,0,4,1,2,0.32,0.3333,0.66,0.1343,11,142,153,15
2012-11-15,16266,4,1,11,11,0,4,1,2,0.34,0.3333,0.61,0.1343,28,138,166,15
2012-11-15,16267,4,1,11,12,0,4,1,2,0.36,0.3636,0.62,0.1045,29,184,213,15
2012-11-15,16268,4,1,11,13,0,4,1,2,0.38,0.3939,0.54,0.1045,20,197,217,15
2012-11-15,16269,4,1,11,14,0,4,1,2,0.38,0.3939,0.54,0.1642,27,174,201,15
2012-11-15,16270,4,1,11,15,0,4,1,2,0.38,0.3939,0.58,0.1642,26,191,217,15
2012-11-15,16271,4,1,11,16,0,4,1,2,0.36,0.3485,0.57,0.194,24,318,342,15
2012-11-15,16272,4,1,11,17,0,4,1,2,0.36,0.3485,0.57,0.2239,22,541,563,15
2012-11-15,16273,4,1,11,18,0,4,1,2,0.36,0.3485,0.57,0.194,10,563,573,15
2012-11-15,16274,4,1,11,19,0,4,1,2,0.34,0.3333,0.61,0.1343,11,375,386,15
2012-11-15,16275,4,1,11,20,0,4,1,1,0.34,0.3485,0.61,0.1045,23,262,285,15
2012-11-15,16276,4,1,11,21,0,4,1,2,0.32,0.3333,0.66,0.1045,20,204,224,15
2012-11-15,16277,4,1,11,22,0,4,1,2,0.32,0.3182,0.66,0.1642,10,143,153,15
2012-11-15,16278,4,1,11,23,0,4,1,2,0.32,0.3182,0.61,0.1642,7,118,125,15
2012-11-16,16279,4,1,11,0,0,5,1,2,0.32,0.3333,0.66,0.1045,7,58,65,16
2012-11-16,16280,4,1,11,1,0,5,1,2,0.3,0.3182,0.65,0.0896,5,16,21,16
2012-11-16,16281,4,1,11,2,0,5,1,2,0.3,0.303,0.7,0.1642,0,9,9,16
2012-11-16,16282,4,1,11,3,0,5,1,2,0.3,0.303,0.65,0.1343,0,6,6,16
2012-11-16,16283,4,1,11,4,0,5,1,2,0.3,0.3182,0.65,0.1045,0,5,5,16
2012-11-16,16284,4,1,11,5,0,5,1,2,0.3,0.3182,0.65,0.0896,2,34,36,16
2012-11-16,16285,4,1,11,6,0,5,1,2,0.3,0.3182,0.61,0.0896,4,126,130,16
2012-11-16,16286,4,1,11,7,0,5,1,2,0.3,0.303,0.61,0.1642,5,362,367,16
